,name0,average,usersrated,weight,minplayers,maxplayers,playingtime,yearpublished
1136,Les G?©ants de l'??le de P?¢ques,6.984,2382,2.943,3,5,90,2008
1116,The Scepter of Zavandor,6.984,2471,3.513,2,6,90,2004
685,Flick 'em Up!,6.984,7167,1.328,2,10,45,2015
1578,Horse Fever,6.983,1502,2.346,2,6,90,2009
2315,G.E.V.,6.983,828,2.3,2,2,75,1978
1361,Trambahn,6.982,1747,1.823,2,2,45,2015
2150,Leader 1,6.981,885,2.515,2,10,150,2008
1486,Le??ne duchy,6.98,1736,1.346,1,4,20,2018
575,King of New York,6.98,13379,1.867,2,6,40,2014
866,Haggis,6.98,3807,2.121,2,3,45,2010
62214,Elfengold,6.979,608,2.627,2,6,120,1999
1514,The Ark of the Covenant,6.978,1489,1.924,2,5,30,2003
2953,Space Race: The Card Game,6.978,564,2.944,1,4,60,2017
793,Royal Turf,6.978,4921,1.607,2,6,60,2001
1723,Mini Rails,6.978,1191,2.148,3,5,60,2017
62197,Arany?¡s?³k 2,6.977,4321,1.52,2,12,45,2011
723,Snow Tails,6.976,5866,2.047,2,5,60,2008
1429,Wings of War: Rugdekking Verplicht!,6.975,1746,1.706,2,4,20,2005
802,Nations: Das W?¼rfelspiel,6.975,4607,2.014,1,4,40,2014
1703,5-Minute Marvel,6.975,1356,1.192,2,5,5,2018
2590,Getaway Driver,6.975,651,2.476,2,2,45,2019
2279,Triassic Terror,6.974,792,2.869,2,6,120,2013
2758,Silver,6.974,593,1.846,2,4,60,2019
1720,King's Forge,6.974,1344,2.279,2,4,60,2014
765,O Albergue Sangrento,6.974,5663,2.378,1,4,60,2015
2656,Pap???? Paolo,6.973,618,2.846,2,4,75,2016
1540,MemoArrr!,6.973,1498,1.167,2,4,20,2017
2138,Field Commander: Rommel,6.973,902,2.476,1,1,120,2008
1195,Walnut Grove,6.973,2104,2.465,1,4,60,2011
736,Dungeons & Dragons: Castle Ravenloft Board Game,6.972,8204,2.509,1,5,60,2010
62159,Suburbia 5 Star,6.972,608,2.867,1,5,90,2015
62157,Carcassonne: 8. Erweiterung â?? Br?¼cken Burgen und Basare,6.971,2310,2.058,2,6,45,2010
529,Kingdom Builder,6.971,18231,2.068,2,4,45,2011
2308,Genios Victorianos,6.971,824,2.2,2,4,60,2019
1427,The Princes of Machu Picchu,6.97,1624,3.101,2,5,90,2008
1976,Bohnanza: Das Duell,6.969,1009,2.062,2,2,45,2016
1604,Pelebol,6.969,1562,1.85,2,2,20,1947
2353,Unlock!: Escape Adventures â?? Die Elite,6.969,731,2.167,2,6,60,2017
1977,The Capitals,6.969,990,3.5,2,5,120,2013
2450,Bazar Bizarre Ultime,6.968,768,1.348,2,8,20,2013
533,Coloretto,6.968,17217,1.284,2,5,30,2003
955,Medieval Academy,6.968,3375,1.796,2,5,30,2014
989,Titan,6.968,3815,3.457,2,6,240,1980
784,Firkaland,6.967,5103,1.193,2,5,30,2015
1377,Drop It,6.967,1731,1.115,2,4,30,2018
546,BANG! A kockaj?¡t?©k,6.967,18498,1.275,3,8,15,2013
2167,Serenissima (Second Edition),6.967,869,2.931,2,4,90,2012
937,A Touch of Evil: The Supernatural Game,6.966,4329,2.561,2,8,120,2008
2729,Order of the Gilded Compass,6.966,581,2.25,2,5,60,2016
3133,AT-43 Initiation Set: Operation Damocles,6.965,540,2.829,2,2,60,2006
566,??rezz r?¡,6.965,15781,1.085,2,4,15,2018
2416,Dizzle,6.964,719,1.231,1,4,30,2019
1243,PitchCar Mini,6.964,2033,1.147,2,8,30,2003
1501,Castellion,6.963,1617,2.054,1,2,30,2015
1025,Amyitis,6.963,2879,3.227,2,4,120,2007
2660,Canterbury,6.962,612,3.109,2,4,90,2013
1821,Les Aventuriers du Rail: Mon Premier Voyage,6.962,1243,1.391,2,4,30,2016
2280,Battleground,6.962,898,2.837,2,2,60,2005
1090,Kremel,6.961,2748,2.837,3,6,75,1986
2622,Democracy,6.96,609,2.397,3,4,60,1993
2562,Carson City: The Card Game,6.96,652,2.1,1,6,45,2018
2410,Los Hombres Lobo de Castronegro: La Aldea,6.96,705,1.719,8,18,30,2009
1740,Nauticus,6.959,1202,2.988,2,4,90,2013
2563,Rosyjska Ruletka: Mistrzostwa ??wiata,6.957,727,1.235,2,6,30,2017
1213,Deluxe Ogre,6.957,2613,2.345,1,3,45,1977
2429,Terror Below,6.957,790,1.818,1,5,60,2019
1611,Ta Y?¼,6.957,1435,2.067,2,4,45,1999
2179,Cavern Tavern,6.957,957,2.438,1,6,120,2016
1967,Master of Orion,6.957,1094,2.341,2,4,60,2016
2487,Ostatnie wezwanie,6.956,699,1.231,1,8,60,2018
61999,I Coloni di Catan: Il Gioco di Carte â?? Cavalieri & Mercanti,6.956,579,2.452,2,2,90,1999
1250,Bloodborne Jocul de Carti,6.956,2651,2.043,3,5,45,2016
695,Rhino Hero,6.955,7614,1.03,2,5,15,2011
1901,Robin Hood and the Merry Men,6.955,1224,3.636,1,5,90,2018
2304,Dreadfleet,6.955,943,2.941,2,10,60,2011
2493,Munchkin Marvel,6.954,938,2,3,6,120,2016
2539,Chaosmos,6.954,749,2.684,2,4,90,2015
3125,Expancity,6.954,563,2,2,4,90,2018
61984,Soja saus promo kaart,6.954,724,1.194,2,5,15,2014
2589,The Island of El Dorado,6.953,1216,1.774,2,4,80,2018
996,Myst?©rami: Jack l'?©ventreur,6.953,3267,1.746,2,4,45,1998
3083,Escape from 100 Million B.C.,6.953,509,2.636,1,6,90,2017
1267,Evo (Second Edition),6.953,2078,2.379,2,5,60,2011
2937,Battle For Souls,6.953,619,2.362,1,4,60,2013
61974,Starfarers of Catan: 5-6 Player Expansion,6.952,882,2.595,5,6,120,2001
1242,Estudio en esmeralda,6.951,2204,2.939,2,5,60,2015
2598,Shadows in Kyoto,6.951,674,2,2,2,30,2017
969,Hostage Negotiator,6.95,3675,2,1,1,20,2015
1015,Fallout,6.95,4673,3.013,1,4,180,2017
671,Last Night on Earth: The Zombie Game,6.949,13363,2.294,2,6,90,2007
1474,Riff Raff,6.949,1638,1.213,2,4,30,2012
774,Alice in Wonderland Parade,6.949,5579,1.481,2,6,45,2007
1180,Imagine,6.949,2546,1.044,3,8,30,2015
658,Kamie?? Gromu,6.948,9928,2.502,1,5,60,2009
2851,Antics!,6.948,527,2.667,3,4,60,2010
1712,Dungeons & Dragons: Conquest of Nerath Board Game,6.948,1470,2.636,2,4,240,2011
852,Primordial Soup,6.948,4485,2.73,3,4,90,1997
61928,Talisman Expansion Set,6.948,987,2.15,2,6,120,1986
2684,Wellington: The Peninsula War 1812-1814,6.947,623,3.218,2,4,180,2005
1702,Avenida,6.947,1283,1.391,1,10,15,2016
2855,Lataj??â?¦ce Burrito,6.947,738,1.1,2,6,15,2019
1128,Die Burgen von Burgund: Das W?¼rfelspiel,6.947,2583,1.796,1,5,30,2017
61921,7 Wonders: Leaders ?¢â?¬â?? Stevie,6.947,1025,2,2,7,40,2011
829,Diamonds,6.946,4689,1.555,2,6,30,2014
875,Fleet,6.946,4329,2.238,2,4,45,2012
903,Hacienda,6.946,3974,2.63,2,5,90,2005
2643,Quebec 1759,6.945,680,2.153,2,2,60,1972
2745,Team Play,6.945,572,1.308,3,6,30,2015
921,Gamun,6.944,3809,2.069,2,4,45,2012
2841,Valpara?­so,6.944,547,2.864,2,5,90,2018
61873,Ascension: Chronicle of the Godslayer â?? The Rat King Promo,6.943,614,2.088,2,4,30,2010
1890,Noblemen,6.943,1072,3.073,3,5,120,2012
1167,Empire Builder,6.942,2796,2.623,2,6,180,1982
1122,Pixel Tactics,6.941,2825,2.626,2,2,30,2012
602,Las Vegas Quiz,6.941,12840,1.218,3,7,25,2005
1660,Conquest of Paradise,6.941,1385,2.468,1,4,90,2007
2078,The Palace of Mad King Ludwig,6.94,977,2.769,2,4,75,2017
2798,Zero!,6.94,587,2.29,2,10,60,2001
61844,Dominion: Alchemy,6.939,7879,2.458,2,4,30,2010
2247,Thunderstone: Dungeons Monster reiche Beute!,6.939,857,2.312,2,5,45,2013
1504,Run Fight or Die!,6.939,1734,1.947,1,4,40,2014
1145,Olympos,6.938,2501,2.957,2,5,90,2011
811,0-9,6.938,5191,1.184,1,4,20,2017
633,7 Rosso,6.937,11709,1.699,2,4,30,2014
3087,La Via dei Panda,6.936,513,3.518,2,4,90,2018
2158,Die Siedler von N?¼rnberg,6.935,887,2.784,3,4,90,1999
1532,Axis & Allies: 1942,6.935,2183,3.18,2,5,240,2009
61800,De Kolonisten van Catan: Historische Scenario's II,6.935,558,2.397,4,6,90,2001
1371,Abenteuerland,6.935,1866,1.875,2,4,45,2015
2399,Bios: Megafauna,6.935,761,3.683,1,4,120,2011
863,??lomh?¡z,6.934,4961,1.672,2,4,30,2016
1423,Ryzyk Fizyk Family,6.934,1731,1.107,3,10,20,2010
2425,Ek?¶,6.933,778,2.677,2,4,60,2015
2915,Adventure Games. ???²?µ????-?¿???¸?º?»?????µ?½?¸?µ: ???¾???¿?¾???°???¸?? ???¾?½?¾?????¾?¼,6.932,549,1.823,1,4,75,2019
1389,Seeland,6.931,1830,2.312,2,4,60,2010
1538,Il Vecchio,6.931,1498,2.615,2,4,60,2012
1373,2 de Mayo,6.931,1882,2.148,2,2,20,2008
2089,DropMix,6.93,1091,1.278,1,6,30,2017
1375,Las Vegas Party,6.93,1952,1.139,4,18,25,2012
61747,BANG! La Bala!,6.929,7597,1.845,3,8,40,2007
3204,Australian Rails,6.928,504,2.647,2,6,240,1994
699,Festiwal lampion?³w,6.928,8971,1.567,2,4,30,2015
770,Cottage Garden,6.928,6382,1.881,1,4,60,2016
1399,Gildie Londynu,6.928,1887,3.036,1,4,90,2016
1110,Unearth,6.927,3215,1.922,2,4,60,2017
1595,Police Precinct,6.927,1573,2.541,1,6,90,2013
2449,Minerva,6.926,730,2.781,1,4,90,2015
2788,Kingdom of Solomon,6.926,583,2.763,2,4,60,2012
843,Caylus Magna Carta,6.926,4762,2.869,2,4,75,2007
2402,Sun Sea & Sand,6.925,724,2.617,2,5,60,2010
2262,The Dwarves,6.924,881,2.474,2,5,90,2012
1416,Beyond Baker Street,6.924,1771,2.212,2,4,20,2016
926,Santiago de Cuba,6.924,4085,2.153,2,4,75,2011
994,Angriff der Aliens aus dem All,6.922,3598,1.862,2,8,45,2010
2157,King & Assassins,6.922,953,1.823,2,2,30,2013
1465,Hermagor,6.922,1762,3.178,2,5,120,2006
901,Mission: Plan?¨te Rouge,6.921,4049,2.318,3,5,60,2005
2128,A Brief History of the World,6.921,891,2.864,3,6,180,2009
935,Arkadia,6.921,4040,2.575,2,4,60,2006
1476,Drum Roll,6.921,1720,3.045,2,4,90,2011
1472,Wealth of Nations,6.921,1736,3.618,3,6,120,2008
1968,La fureur de Dracula,6.92,1152,2.595,2,4,180,1987
61655,Saboteur,6.92,1437,1.532,2,12,30,2011
61654,Talisman (Revised 4th Edition): The Dragon Expansion,6.92,970,2.5,2,6,90,2011
1049,Gravwell: Escape from the 9th Dimension,6.92,3162,1.736,1,4,35,2013
961,Rialto,6.92,3642,2.546,2,5,45,2013
2368,Dungeon Mayhem,6.92,1045,1.08,2,4,10,2018
1264,King of Siam,6.919,2104,2.713,2,4,30,2007
1608,Edel Stein & Reich,6.919,1472,2.08,3,5,60,2003
1278,EXIT ë°© í??ì¶? ê²?ì??: ë¶?ê¸¸í?? ê³?ì?±,6.919,2090,3.27,1,4,90,2017
1404,Pericles,6.918,1818,3.277,3,5,120,2006
594,Agent Trouble,6.918,17275,1.243,3,8,15,2014
3134,Twilight Imperium (Second Edition),6.918,518,3.51,2,6,240,2000
1921,Kupferkessel Co.,6.918,1077,1.667,2,2,30,2001
745,??arodej,6.917,7789,1.735,3,6,45,1984
1166,Call of Cthulhu: The Card Game,6.917,2895,2.898,2,2,30,2008
1133,Blokus Trigon,6.917,2826,1.943,2,4,20,2006
2757,British Rails,6.917,655,2.553,2,6,180,1984
1029,A kis herceg-Az ?©n kis bolyg?³m,6.917,3318,1.585,2,5,25,2013
1292,Historia,6.917,2191,3.106,1,6,120,2014
1350,Kamisado,6.917,1999,2.465,2,2,20,2008
1879,Queen's Architect,6.916,1147,2.75,2,4,60,2015
1229,Pergamon,6.916,2245,2.235,2,4,45,2011
755,Mr. Jack Pocket,6.915,7194,1.822,2,2,15,2010
1214,Pueblo,6.915,2336,2.264,2,4,60,2002
1070,Aladdin's Dragons,6.914,3069,2.468,3,5,90,2000
61550,Kingdom Builder: Capitol,6.914,539,1.781,2,4,45,2011
647,Ca$h 'n Guns (Second Edition),6.914,11900,1.266,4,8,30,2014
1237,The Red Dragon Inn 2,6.913,2726,1.808,2,4,45,2008
2988,The Binding of Isaac: Four Souls,6.911,973,2.193,2,4,60,2018
1770,Kings of Air and Steam,6.911,1268,2.833,2,7,90,2013
1692,Safranito,6.911,1376,1.744,2,4,45,2010
655,Animal House Liar's Dice,6.911,12026,1.262,2,6,30,1800
1258,The Great Heartland Hauling Co.,6.909,2267,1.861,2,4,30,2013
1043,Contatos C?³smicos,6.909,3817,2.373,2,6,90,1977
1144,La Chasse aux Diamants,6.909,2667,2.468,3,7,45,1971
603,6 bere!,6.909,18622,1.216,2,10,45,1994
1574,Bob Ross: Art of Chill Game,6.908,1725,1.72,2,4,30,2017
2658,New Dawn,6.908,663,3.026,2,4,120,2014
1209,On the Underground,6.908,2350,2.434,2,5,60,2006
1763,Kreta,6.908,1310,2.656,2,4,60,2005
2902,Utopia Engine,6.907,688,2.052,1,1,60,2010
2324,Birdie Fight!,6.906,843,1.69,1,4,20,2016
1882,Don't Mess with Cthulhu,6.906,1198,1.138,4,6,30,2014
61490,Carcassonne: Die Katharer,6.906,557,1.912,2,6,60,2004
61489,Catan: Handelsm?¤n & Barbarer,6.906,693,2.463,5,6,90,2008
2585,Buffy the Vampire Slayer: The Board Game,6.905,893,2.619,1,6,60,2016
1756,Revolver,6.905,1368,1.962,2,2,45,2011
1187,Ys,6.904,2461,2.92,2,4,90,2004
1618,Conquest of Planet Earth: The Space Alien Game,6.902,1577,2.223,1,4,90,2010
1837,Der Herr der Ringe Sammelkartenspiel,6.902,1422,2.931,2,6,45,2001
2771,Quartz,6.902,693,1.261,3,5,60,2015
2054,Speed Circuit,6.901,1091,2.055,2,6,120,1971
61465,Small World: Tunnels,6.901,586,2.033,2,6,80,2011
3090,Catacombs & Castles,6.901,519,2.182,2,8,60,2017
1391,La Granja: No Siesta,6.901,1900,2.161,1,4,45,2016
2732,EXIT: Das Spiel â?? Das Haus der R?¤tsel,6.9,610,1.722,1,4,90,2017
2254,Equilibrion,6.9,875,1.862,1,2,15,2012
1054,Meuterer,6.899,3189,2.317,3,4,60,2000
1677,Constantinopolis,6.899,1466,3.118,2,5,90,2010
2419,Arkham Noir. Caso n?°1: Los asesinatos del culto de la bruja.,6.898,867,2.074,1,1,30,2017
1177,Oceanos,6.897,2693,1.821,2,5,45,2016
2928,Axis & Allies:  Guadalcanal,6.897,638,2.578,2,2,120,2007
1368,Arena: Revolte in Rom II,6.897,1969,1.931,2,2,45,2009
2182,After the Flood,6.897,912,3.71,3,3,180,2008
2800,Bring Your Own Book,6.897,614,1.083,3,8,20,2015
61340,Carcassonne Mini 4,6.896,1064,1.775,2,6,0,2012
1103,Im Schatten des Kaisers,6.896,2838,3.422,2,4,90,2004
893,La Isla,6.896,4706,2.254,2,4,60,2014
1536,Fluch der Mumie,6.894,1629,1.37,2,5,45,2008
2303,Sator Arepo Tenet Opera Rotas,6.893,826,2.418,2,4,60,2008
1480,Zombi 15',6.893,1905,2.232,2,4,15,2014
854,Steam Park,6.892,5311,2.102,2,4,60,2013
621,Blokus,6.892,21785,1.776,2,4,20,2000
1593,Samarkand,6.891,1574,2.266,2,5,45,2010
2659,Keltis: Das Orakel,6.891,645,2.117,2,4,30,2010
3347,Resident Evil Deck Building Game: Alliance,6.89,558,2.345,1,4,45,2011
1805,Dr Grordbort's Onward to Venus,6.89,1276,2.58,2,5,120,2014
3089,Dinosaur Tea Party,6.89,552,1,3,5,30,2018
3179,Lunar Rails,6.89,518,2.759,2,6,240,2003
2057,Ships,6.889,1007,3.529,2,4,120,2015
1811,Canal Mania,6.889,1229,2.9,2,5,90,2006
1339,Palais Royal,6.889,2060,2.781,2,4,60,2008
3002,Un D?­a en el Mercado,6.889,522,2.3,2,5,45,2014
742,Qwixx,6.889,8463,1.123,2,5,15,2012
2535,Flash Duel: Second Edition,6.888,766,1.614,1,5,15,2011
61257,Alhambra vesirens gunst,6.888,1483,2.184,2,6,60,2004
1183,Stephenson's Rocket,6.887,2528,3.065,2,4,60,1999
1965,VivaJava,6.887,1065,2.518,3,8,90,2012
2577,Roll to the Top!,6.886,699,1.083,2,5,25,2018
2014,Limes,6.886,1032,1.841,1,2,20,2014
2494,??tsch G?¤bele,6.885,774,1.587,3,10,45,1992
2995,The Faceless,6.885,699,2.154,2,4,45,2018
1304,Les 7 Sceaux,6.885,2204,1.857,3,5,30,2003
61248,Talisman Dobrodruzstvi,6.885,936,2.033,2,6,240,1986
2802,Burger Up,6.885,687,1.667,2,4,30,2016
2526,Game of Thrones: Kampf um den eisernen Thron,6.883,811,2.583,3,5,60,2016
675,Im Wandel der Zeiten: Das W?¼rfelspiel â?? Bronzezeit,6.882,11301,1.779,1,4,45,2008
838,R?ºnamester,6.882,7636,2.68,2,6,240,2005
1274,Big City,6.881,2323,2.218,2,5,60,1999
1694,Asante,6.881,1461,2,2,2,40,2013
1719,Wiz War,6.88,1596,1.982,2,4,60,1983
890,Hansa,6.88,4876,2.346,2,4,60,2004
2751,Catan Geographies: Germany,6.879,645,2.375,3,4,60,2008
2960,PUSH,6.879,565,1,2,6,25,2018
1663,J?³rv?­k,6.879,1678,2.467,2,5,90,2016
1997,C??r??i Escape: Jaf ?®n Vene??ia,6.879,1043,1.722,1,6,90,2018
1779,Tikal II: Der vergessene Tempel,6.879,1304,2.629,2,4,120,2010
2044,Ubongo: Das Duell,6.879,1011,1.795,2,2,40,2008
3290,Reworld,6.878,533,2.6,2,4,90,2017
2845,Advanced Third Reich,6.878,721,4.521,2,6,2480,1992
1625,Tanto Cuore,6.877,1838,2.17,2,4,45,2009
2974,Nippon Rails,6.877,583,2.615,2,4,240,1992
1565,Mythotopia,6.876,1656,3.091,2,4,120,2014
1701,Rise and Decline of the Third Reich,6.876,1806,4.33,2,6,1440,1974
1057,Le Havre: Ancora in Porto,6.876,3236,2.497,2,2,30,2012
61197,WarCraft: The Board Game Bo???®te D'Extension,6.875,710,2.875,2,4,90,2004
2522,Skyjo,6.874,780,1.136,2,8,45,2015
61079,Der Herr der Ringe: Sauron,6.872,1601,2.823,3,6,120,2002
1682,Custom Heroes,6.872,1537,1.571,2,6,45,2017
2261,The Road to Canterbury,6.872,886,2.25,2,3,60,2011
2129,Micropolis,6.872,1031,1.688,2,6,30,2018
1201,Die Aufsteiger,6.871,2617,1.825,2,5,45,2008
2436,Mousquetaires du Roy,6.871,792,2.889,1,5,75,2010
2439,Billabong,6.87,778,1.938,2,4,30,1992
2944,Starfighter,6.869,579,2.821,2,2,30,2015
2207,Linq,6.869,913,1.423,4,8,45,2004
3181,Jetpack Joyride,6.869,521,1.133,1,4,20,2019
966,Evo,6.868,4328,2.343,3,5,120,2001
1162,Ad Astra,6.868,2827,2.677,3,5,60,2009
806,Rampage,6.868,6961,1.481,2,4,45,2013
3106,Biblios Dice,6.868,508,1.68,2,5,30,2015
1542,Das 20. Jahrhundert,6.868,1659,2.962,3,5,120,2010
1884,Star Wars Miniatures,6.867,1532,2.314,2,2,60,2004
2940,Magnastorm,6.867,588,3.193,2,4,100,2018
3127,The Lord of the Rings: The Two Towers Deck-Building Game,6.867,555,2.185,2,5,45,2013
1408,M?©diterran?©e,6.867,2203,3.039,2,4,120,1996
2204,Vault Wars,6.867,990,2.103,3,5,60,2015
3147,Barbarossa,6.866,564,2.59,2,5,60,2010
1459,Holmes,6.866,1965,1.845,2,2,30,2015
1547,Atlantic Star,6.866,1735,2.143,2,6,60,2001
3236,The Settlers of Zarahemla,6.866,523,2.54,2,4,90,2003
61017,BANG! Dodge City,6.866,4162,1.655,3,8,40,2004
2469,Asgard,6.865,803,3.791,2,4,120,2012
905,Mind Game,6.865,5482,1.963,2,2,20,1991
3227,Empire,6.865,533,2.69,2,2,180,1977
1040,Cap'taine Carcasse,6.865,4180,1.368,2,4,15,2015
3042,A Game of Thrones Collectible Card Game,6.865,607,2.896,2,5,30,2002
1063,Caballeros Guerreros,6.864,3775,3.518,2,6,240,2006
3065,Codenames: Harry Potter,6.864,574,1.727,2,2,15,2018
917,Der Eiserne Thron: Das Kartenspiel,6.863,5890,3.253,2,4,120,2008
2791,Q: La Tumba del Arque?³logo,6.863,630,1.454,1,8,60,2018
2969,Thirty Years War: Europe in Agony 1618-1648,6.863,629,3.129,2,2,360,2001
861,Alta Tensi?³n: Director de F?¡brica,6.863,5723,2.996,2,5,60,2009
2910,Call of Cthulhu: Collectible Card Game,6.862,668,2.548,2,2,30,2004
2034,Star Fleet Battles,6.862,1225,4.178,2,2,180,1979
1665,Assyria,6.862,1542,3.007,2,4,90,2009
1700,Crypt,6.861,1832,1.538,1,4,35,2018
2951,Lectio,6.86,577,1.935,3,5,20,2004
1080,Aton,6.86,3277,2.105,2,2,30,2005
2414,Jenseits von Theben: Das Kartenspiel â?? Die Grabr?¤uber,6.859,797,2.043,2,4,30,2013
1148,Las Mareas de la Locura,6.859,3017,1.531,2,2,20,2016
824,Dice Town,6.859,6535,1.686,2,5,45,2009
1030,Doom lautapeli,6.859,4987,2.907,2,4,180,2004
1458,Impuls,6.858,1884,2.964,2,6,60,2013
1006,Mykerinos,6.858,3816,2.563,2,4,60,2006
1722,Happy Cows,6.858,1455,2.333,2,6,45,2013
2363,The World of Smog: Al servicio de su majestad,6.858,896,2.477,2,4,60,2015
1196,Indigo,6.857,2753,1.47,2,4,30,2012
1952,Carrera Mice,6.857,1185,1.088,2,4,30,2002
2901,Volldampf,6.856,575,2.887,2,6,90,2001
998,Krylia Voiny: Znamenitye Asy,6.855,4571,1.736,2,4,30,2004
924,New York 1901,6.855,5137,2.054,2,4,60,2015
1511,El Curso de la Historia,6.855,1815,2.5,2,5,90,2016
1743,Bummelbahn,6.855,1422,2,2,4,45,2014
2532,Kto to by???,6.855,763,1.449,2,4,45,2007
1713,Dimension,6.855,1481,1.324,1,4,30,2014
1157,Havana,6.854,2902,2.211,2,4,45,2009
1966,Wings of War: Dawn of War,6.854,1226,1.964,2,6,45,2007
2074,Black Gold,6.854,1064,2.588,2,5,120,2011
1197,Arctic Scavengers,6.852,2841,2.263,2,5,60,2009
3160,Men of Iron,6.852,529,2.711,2,2,180,2005
1045,Mort Ou Vif,6.852,3831,1.839,2,4,45,2001
2385,German Railways,6.852,794,2.925,3,5,60,2008
705,BASTA,6.851,12188,1.157,2,4,30,1980
2654,Raxxon,6.85,698,2,1,4,60,2017
881,Blueprints,6.85,5886,1.688,2,4,30,2013
1364,Appenzell Sajtv?¡ra,6.85,2200,1.589,2,4,30,2007
951,Blokus Duo,6.85,4921,1.7,2,2,15,2005
818,Escuela de Ping?¼inos,6.849,7334,1.018,2,4,30,2016
2483,Mystery Rummy: Al Capone and the Chicago Underworld,6.848,786,1.582,2,4,40,2003
60817,Duchy Niagary,6.848,793,2.108,3,6,45,2006
3145,Elements,6.848,505,1.444,2,2,20,2010
1215,Gulo Gulo,6.848,2730,1.081,2,6,20,2003
3276,Snowblind: Race for the Pole,6.848,526,1.952,1,4,60,2016
2772,Indulgence,6.847,624,1.857,3,4,60,2017
703,Concept,6.847,14131,1.408,4,12,40,2013
60809,Cards Against Humanity: 90s Nostalgia Pack,6.847,536,1.154,4,30,30,2014
1562,Bottom of the 9th,6.846,1856,1.679,1,2,20,2015
1119,Die H?¤ndler von Osaka,6.846,3120,2.036,2,4,30,2006
3267,Roll for Adventure,6.845,506,2.053,2,4,30,2018
2527,Fortress America,6.845,817,2.696,2,4,150,2012
2310,Binokel,6.844,917,2.302,2,4,45,1864
949,Namiestnik,6.844,4867,2.653,1,4,60,2014
2270,Unlock!: Secret Adventures â?? El Expresso de Tombstone,6.844,875,2.2,1,6,60,2018
1485,Pastiche,6.842,1966,2.27,2,4,60,2011
999,Az elvar?¡zsolt labirintus,6.842,4500,1.236,2,4,30,2009
2289,Risiko: Star Wars Die Original Trilogie,6.842,1028,2.119,2,5,120,2006
2618,Eine Frage der ??hre,6.842,701,2.082,2,5,60,2009
2927,Cities: Skylines  â??  Le Jeu de Plateau,6.842,592,2.2,1,4,70,2019
2302,Kerala: Der Weg der Elefanten,6.841,885,1.792,2,5,30,2016
3073,Ristorante Italia,6.841,595,2.39,2,5,90,2011
1108,D-Day Dice,6.841,3346,2.055,1,4,45,2012
1801,Olympus,6.841,1365,3.009,3,5,120,2010
2345,Pi???±ata,6.841,869,1.485,2,2,30,2013
2194,Age of Napoleon,6.841,1088,3.171,2,2,360,2003
717,Animal Tycoon,6.84,13539,1.86,2,5,45,2007
1556,Cube Quest,6.839,1819,1.092,2,2,15,2013
2881,Cry Havoc,6.839,678,2.271,2,2,240,1981
1211,51 Stan,6.839,2809,3.114,2,4,90,2010
1012,Objectif Catane,6.839,4213,2.468,2,2,60,2001
1973,Pandemic: Bevet?©sre k?©szen,6.839,1229,2.318,2,4,20,2019
2609,Deep Blue,6.839,766,1.808,2,5,45,2019
1938,Big Boggle,6.838,1307,1.534,2,8,10,1979
1732,Corinth,6.838,1536,1.733,2,4,30,2019
2069,Expedition,6.836,1063,1.976,2,6,90,1996
948,Dungeon Twister,6.836,5648,2.884,2,2,60,2004
3693,Dungeon Dice,6.834,567,2.093,2,5,20,2014
2479,Poseidon's Kingdom,6.833,767,2.386,2,4,60,2011
2935,America,6.832,574,1.125,2,6,45,2016
959,Dungeon Fighter,6.831,5597,1.752,1,6,60,2011
1407,The Boss,6.83,2203,1.791,2,4,40,2010
2630,Confucius,6.83,690,3.706,3,5,100,2008
1068,Bandu,6.83,3797,1.298,2,8,45,1987
1257,Absolutas Idioteces,6.83,2865,1.476,2,6,45,1993
1396,Illusion,6.829,2141,1.054,2,5,15,2018
864,??llatpiramis,6.828,6680,1.048,2,4,15,2005
60514,Cards Against Humanity: Fifth Expansion,6.827,736,1.13,4,30,30,2014
60512,Magic: The Gathering â?? Arena of the Planeswalkers: Battle for Zendikar,6.827,508,2.333,2,5,0,2015
2033,Escape: Zombie City,6.826,1153,1.778,2,4,15,2014
1736,Alte Dunkle Dinge,6.826,1616,2.039,2,4,60,2014
2373,Bullfrogs,6.826,933,1.909,2,4,40,2015
1725,Alta Tensi?³n: El juego de cartas,6.825,1513,2.333,2,6,60,2016
2101,Allir edr?º,6.825,1065,1.767,3,7,30,1930
1988,Kap??ani Ra,6.825,1153,2.245,2,5,60,2009
1699,El Gaucho,6.825,1547,2.226,2,4,60,2014
3086,Siam,6.825,547,2.189,2,2,15,2005
697,Diamant,6.824,16125,1.109,3,8,30,2005
3207,Hegemonic,6.824,535,3.679,2,6,180,2013
1734,Kokoro: Avenue of the Kodama,6.824,1487,1.546,1,8,15,2017
1799,Capitol,6.824,1440,2.638,2,4,60,2001
2466,Dominare,6.824,823,3.439,2,6,120,2012
3182,Super Fantasy: Angriff der h???¤sslichen Schnauzen,6.824,539,2.429,1,6,90,2013
1420,Campionato Italiano,6.823,2135,1.963,2,4,90,1979
1923,Grifters,6.823,1308,1.786,2,4,30,2015
2082,City of Remnants,6.822,1149,3.137,2,4,90,2013
1127,Alta Tensi?³n: Las Primeras Chispas,6.822,3340,2.702,2,6,60,2011
1312,Indi?¡n Ny?¡r,6.821,2611,2.158,1,4,60,2017
1222,Space Cadets: Dice Duel,6.821,2855,2.08,4,8,30,2013
